2000 200 42
0,633,257,91,412,150,80,134,259,505,353,324,70,211,268,246,185,397,492,316,089,578,623,145,298,467,321,584,029,376,419,267,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184
633,0,390,661,227,488,572,530,555,289,282,638,567,466,420,745,234,189,367,592,145,423,278,601,456,329,187,542,398,671,213,487,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739
257,390,0,228,169,112,196,154,372,262,110,437,191,74,53,472,356,218,489,134,567,392,129,478,315,684,237,159,546,283,671,394,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152
91,661,228,0,383,120,77,105,175,476,324,240,27,182,239,237,489,327,156,578,241,396,672,183,529,348,675,219,384,567,128,435,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684
412,227,169,383,0,267,351,309,338,196,61,421,346,243,199,528,673,145,298,567,384,219,456,732,189,564,327,681,235,498,374,156,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328
150,488,112,120,267,0,63,34,264,360,208,329,83,105,123,364,298,567,184,439,672,315,528,261,794,347,516,283,659,194,728,461,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495
80,572,196,77,351,63,0,29,232,444,292,297,47,150,207,332,156,439,728,293,567,184,751,328,495,672,139,584,267,731,396,528,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672
134,530,154,105,309,34,29,0,249,402,250,314,81,108,165,349,728,294,567,138,751,396,529,672,147,584,239,758,314,627,485,193,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139
259,555,372,175,338,264,232,249,0,495,343,108,175,302,279,117,394,627,158,739,264,581,396,729,152,468,325,694,187,523,648,271,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584
505,289,110,476,196,360,444,402,495,0,154,578,439,336,240,685,152,468,739,294,627,183,756,329,684,157,523,248,791,364,517,683,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267
353,282,61,324,61,208,292,250,343,154,0,435,287,184,140,542,739,184,523,648,291,756,139,584,267,731,396,529,175,648,293,567,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731
324,638,437,240,421,329,297,314,108,578,435,0,254,391,448,157,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396
70,567,191,27,346,83,47,81,175,439,287,254,0,145,202,289,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529
211,466,74,182,243,105,150,108,302,336,184,391,145,0,57,426,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175
268,420,53,239,199,123,207,165,279,240,140,448,202,57,0,483,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648
246,745,472,237,528,364,332,349,117,685,542,157,289,426,483,0,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293
185,234,356,489,673,298,156,728,394,152,739,267,529,184,739,152,0,456,789,123,567,234,891,345,678,912,234,567,123,456,789,234,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567
397,189,218,327,145,567,439,294,627,468,184,731,175,739,152,684,456,0,234,567,891,345,678,912,234,567,123,456,789,234,567,891,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184
492,367,489,156,298,184,728,567,158,739,523,396,648,152,684,328,789,234,0,345,678,912,234,567,123,456,789,234,567,891,345,678,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739
316,592,134,578,567,439,293,138,739,294,648,529,293,684,328,495,123,567,345,0,912,234,567,123,456,789,234,567,891,345,678,912,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152
089,145,567,241,384,672,567,751,264,627,291,175,567,328,495,672,567,891,678,912,0,567,123,456,789,234,567,891,345,678,912,234,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684
578,423,392,396,219,315,184,396,581,183,756,648,184,495,672,139,234,345,912,234,567,0,456,789,234,567,123,456,789,234,567,891,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328
623,278,129,672,456,528,751,529,396,756,139,293,739,672,139,584,891,678,234,567,123,456,0,234,567,891,345,678,912,234,567,123,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495,672,139,584,267,731,396,529,175,648,293,567,184,739,152,684,328,495
